05/29/2018,20:34:13,branch2-wan,mpls-hub(172.21.255.1),100%,,,
05/29/2018,20:37:14,branch2-wan,mpls-hub(172.21.255.1),20%,5,4,7
05/29/2018,20:39:27,branch2-wan,mpls-hub(172.21.255.1),0%,6,3,11
05/29/2018,20:40:21,branch2-wan,mpls-hub(172.21.255.1),0%,9,5,15
05/29/2018,20:40:48,branch2-wan,mpls-hub(172.21.255.1),0%,7,4,12
