hq-dc-acc-1B,Ethernet4/23, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/24, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/25, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/26, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/27, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/28, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/29, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/3, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/30, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/31, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/32, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/33, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/34, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/35, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/36, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/37, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/38, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/39, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/4, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/40, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/41, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/42, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/43, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/44, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/45, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/46, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/47, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/48, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/5, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/6, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/7, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/8, - ,down,auto-speed
hq-dc-acc-1B,Ethernet4/9, - ,down,auto-speed
hq-dc-acc-1B,mgmt0, - ,up,1000 Mb/s
